Type,AccountName,AccountCode,Account Groups Name,Book Accounts Name,Email Id,Address1,Address2,Address3,Maintain Balance bill by bill,Party Master Code,HLL Code,TIN Number
L,Khatu Shyam Ganral-D,P2584,Sundry Debtor,Assets,null,E/501 Mangalam Residency Uttran Surat Gujarat,394105 India Utran Surat Gujarat,,Billwise,P2584,HUL-10B812D-P22761,NA
L,Dhanlaxmi Kirana-D,P2585,Sundry Debtor,Assets,null,Triloksociety,DabholicharRasta,Vedroad,Billwise,P2585,HUL-10A225D-P64479,1
L,Nilam General Store-D,P2586,Sundry Debtor,Assets,null,6Q69+9JF Palanpur Surat Gujarat,395009 India Surat Gujarat,,Billwise,P2586,HUL-10B812D-P22789,NA
L,CHAHWALA PROVISION STORE-D,P2587,Sundry Debtor,Assets,null,8-9 1st Floor Rander Rd Beside BOB Bank,Shree Rang Society Himgiri Society,Palanpur Patia Surat Gujarat 395005 India,Billwise,P2587,HUL-10B812D-P22817,NA
L,Shri Laxmi Dairy And Sweets-D,P2588,Sundry Debtor,Assets,null,Central Bazzar Vesu Vesu Main Road Someshwara Encl,Vesu Surat Gujarat 395007 India Surat Gujarat,,Billwise,P2588,HUL-10B812D-P22831,NA
L,Shree Gensh Brekars-D,P2589,Sundry Debtor,Assets,null,154 Dindayal Complex Palanpur Jakatnaka Dindayal S,Jakatnaka Surat Gujarat 395009 India Surat Gujarat,,Billwise,P2589,HUL-10B812D-P22859,NA
L,MATESHWERY KIRANA PROVISION STORE-D,P2590,Sundry Debtor,Assets,null,5 Shani Nager Socityrajwadi Party Plot Amroli,N.A.,N.A.,Billwise,P2590,HUL-10B234D-P28711,1
L,LAXMI DAIRY&amp; SWEET-D,P2591,Sundry Debtor,Assets,null,325Shivalik Bajrag Nage Society Dabholi Village,Surat Gujarat 395004 India,BAJRAG NAGAR SOC,Billwise,P2591,HUL-10B812D-P22866,NA
L,Patel Kirana-D,P2592,Sundry Debtor,Assets,null,Naran Bhai Plot 19 Sarjan Socity,Laxmikant Aashram Road Katargam Surat Gujrat,,Billwise,P2592,HUL-10B812D-P22873,NA
L,Vishnu Super Store-D,P2593,Sundry Debtor,Assets,null,SH GF 25 ATLANTIS SQUARE,VIP ROAD SURAT Surat Gujrat,,Billwise,P2593,HUL-10B812D-P22887,NA
L,SHREE HARI SUPER STORE-D,P2594,Sundry Debtor,Assets,null,10 Madhavkunj 1 Madhav Kunj Society Dabholi,Surat Gujarat 395004 India Surat Gujarat,,Billwise,P2594,HUL-10B812D-P22894,NA
L,Deep Amul Palour-D,P2595,Sundry Debtor,Assets,null,05 Vrundavan Society Dipika Marbal Palanpur Jakatn,Surat Gujarat 395009 India Surat Gujarat,,Billwise,P2595,HUL-10B812D-P22922,NA
L,Ishwar Provision Store-D,P2596,Sundry Debtor,Assets,null,1 Ved Rd Ramji Nagar Society Katargam Surat,Gujarat 395004 India,Katargam,Billwise,P2596,HUL-10B812D-P22936,NA
L,Jay Genral Store-D,P2597,Sundry Debtor,Assets,null,S3 Sahyog App Star Bajar Ni Pachal,Jay Bhavani Ni Baju Ma,,Billwise,P2597,HUL-10B812D-P22943,NA
L,Majisa Dairy And Sweets-D,P2598,Sundry Debtor,Assets,rajpurohitmoti055@gmail.com,6Q5M+547 Veer Savarkar Cir Mahadev Nagar,Pankaj Nagar Surat Gujarat 395009 India,India,Billwise,P2598,HUL-10B812D-P22950,NA
L,Mali Parlour-D,P2599,Sundry Debtor,Assets,null,A/18 Tapinagar Jalaram Society Kubernagar,Katargam Surat Gujarat 395004 India,Katargam,Billwise,P2599,HUL-10B812D-P22957,NA
L,MAA CHAMUNDA  SUPER STORE-D-D-D,P2600,Sundry Debtor,Assets,null,SHOP-1 ANIL NIVAS SAGAR DAIRY,CHAR RASTA  RAMNAGAR,RAMNAGAR,Billwise,P2600,HUL-134493D-P5415,APPLY FOR
L,NEW BALAJI GENRAL SOTRE-D,P2601,Sundry Debtor,Assets,null,6RM6+CJQ Dabholi Rd Akhand Anand Society,Yogi Nagar Society Dabholi Village Surat,Gujarat 395004 India,Billwise,P2601,HUL-10B812D-P22964,NA
L,Chamunda Super Market-D,P2602,Sundry Debtor,Assets,null,NA,Dabholi Road,Katargam,Billwise,P2602,HUL-10A225D-P64504,1
L,Gourami Gen.stors-D,P2603,Sundry Debtor,Assets,null,5MH5+FJG Mora Tekra GSEG Colony Hazira,Gujarat 394510 India,,Billwise,P2603,HUL-10B812D-P22995,NA
L,Mini Mart-D,P2604,Sundry Debtor,Assets,null,717 Gujarat Housing Board New Prasant,Backry Sima Nagar Surat Gujarat,,Billwise,P2604,HUL-10B812D-P23002,NA
L,Modi Sai-D,P2605,Sundry Debtor,Assets,null,120 Palapur Rd Kedarnath Society Mahadev Nagar Pan,Nagar Surat Gujarat 395009 India India Surat Gujar,,Billwise,P2605,HUL-10B812D-P23016,NA
L,Ambaji Bakery-D,P2606,Sundry Debtor,Assets,null,Shop No 1 Krishna Nagar Soc,Ichchhapor Main Sabhi Market Surat Gujarat,,Billwise,P2606,HUL-10B812D-P23023,NA
L,Jay Mataji Dairy &amp; Provision-D,P2607,Sundry Debtor,Assets,null,Shop No. Gf. 6 Aagam Prestige Besaid ONGC,Nagar Phase 1 Magdalla Surat Surat Gujarat,,Billwise,P2607,HUL-10B812D-P23030,NA
L,Vinayak Janeral Store-D,P2608,Sundry Debtor,Assets,null,2 Vir Bhagat Singh Marg Ramdevnagar Society Tirupa,Society Palanpur Patia Surat Gujarat 395009 India,,Billwise,P2608,HUL-10B812D-P23052,NA
L,Shree Subhlaxmi Trades-D,P2609,Sundry Debtor,Assets,null,20 Anand Mahal Rd Opp. Shreedhar Apartment Ramdevn,Society Palanpur Patia Surat Gujarat 395009 India,,Billwise,P2609,HUL-10B812D-P23059,NA
L,JAY MATAJI KIRANA-D,P2610,Sundry Debtor,Assets,null,Nidra Nagar Shop No 1 Rang Nagar Main,Road Amroli 394107 India Surat Surat Gujarat,,Billwise,P2610,HUL-10B812D-P23066,NA
L,Shati Mata Kirana &amp; Store-D,P2611,Sundry Debtor,Assets,null,Sai Enclave 6 Bhimrad-Althan Rd Apcha Nagar,Althan Surat Gujarat 395007 India Surat Gujarat,,Billwise,P2611,HUL-10B812D-P23108,NA
L,Jay Mataji Pan-D,P2612,Sundry Debtor,Assets,null,26 Krushnkunj Residency Krishna Park Society Uttra,Surat Gujarat 394105 India Surat Surat Gujarat,,Billwise,P2612,HUL-10B812D-P23122,NA
L,Modesvari Genral Store-D,P2613,Sundry Debtor,Assets,null,7 Shiva Park Anand Mahal Rd Opp. SUNSTAR App Honey,Park Adajan Gam Adajan Surat Gujarat 395009 India,,Billwise,P2613,HUL-10B812D-P23138,NA
L,Kalpesh Kumar-D,P2614,Sundry Debtor,Assets,null,06 SMC Twp Amroli Surat Gujarat,Nr Mataji Medi India Surat Gujarat,,Billwise,P2614,HUL-10B812D-P23145,NA
L,Hardikraj-D,P2615,Sundry Debtor,Assets,null,A65 Patelnagar Soc Beside SBI Bank Jahagipura,Jahagipura Checkpost Surat 395005 Surat Gujarat,,Billwise,P2615,HUL-10B812D-P23152,NA
L,Shree Sairam Provision Store-D,P2616,Sundry Debtor,Assets,null,13 Ankur Park Row House Near Chitrakut Apartment J,Pura Dahin Nagar Surat Gujarat 395005 India Surat,,Billwise,P2616,HUL-10B812D-P23160,NA
L,Krishna Dairy-D,P2617,Sundry Debtor,Assets,null,SHOP NO. 10 GREEN PARK APT.NR. CORNER POINT Opposi,City Light Town Athwa Surat Gujarat 395007 India S,,Billwise,P2617,HUL-10B812D-P23176,NA
L,Madhur Dairy-D,P2618,Sundry Debtor,Assets,null,G26Nirvana ShoppersNear DmartJahgirabad,Surat Gujarat 395005 India,,Billwise,P2618,HUL-10B812D-P23198,NA
L,Ambekirana-D,P2619,Sundry Debtor,Assets,null,NA,Opp Zon Office,Katargamroad,Billwise,P2619,HUL-10A225D-P64568,1
L,Dhirajbhai-D,P2620,Sundry Debtor,Assets,null,OM SATYAMNAGAR NEAR RAVI MARBAL Shirvi Medical,VED GURUKUL ROAD PRAMUKH SHOWK Surat Gujarat,,Billwise,P2620,HUL-10B812D-P23212,NA
L,KHIMAJ KIRANA,P2621,Sundry Debtor,Assets,null,Shop No.1 Rajhans Platinum Palanpur Surat,Gujarat 395009 India Surat Gujarat,,Billwise,P2621,HUL-10B812D-P23227,NA
L,Prabodham Super Store-D,P2622,Sundry Debtor,Assets,null,51 Silverpark Society Pankaj Nagar Surat,Gujarat 395009 India Surat Gujarat,,Billwise,P2622,HUL-10B812D-P23234,NA
L,Gokulam Dairy-D,P2623,Sundry Debtor,Assets,null,Ground Floor Shop No. 1 CASA KING Near Shree Jalar,International School Palanpur Surat Gujarat 395009,,Billwise,P2623,HUL-10B812D-P23242,NA
L,RADHE SUPER-D,P2624,Sundry Debtor,Assets,null,T.P. 43 Bhimrad-Althan Road B/307 Shikhar Heights,Surat Gujarat 395007 India Surat Gujarat,,Billwise,P2624,HUL-10B812D-P23257,NA
L,Kanaiya Dairy Farm &amp; Sweets-D,P2625,Sundry Debtor,Assets,null,1Kanaiya Dairy Farm &amp; sweets  near SBI Bank,Escondido Plaza Chhaprabhatha Amroli Surat,Gujarat 394107 India,Billwise,P2625,HUL-10B812D-P23264,NA
L,SHRI UMIYA KARIYANA &amp; DAIRY-D-D-D-D-D-D-D-D-D,P2626,Sundry Debtor,Assets,null,3ANJANI HIGHTS,B/H CNG PETROL PUMP,JAHANGIRPURA,Billwise,P2626,HUL-133343D-P15046,APPLIED FOR
L,Jay Bhawani Traders-D,P2627,Sundry Debtor,Assets,null,5 - C.Z.PATELPARK SOC Chhaprabhatha Rd Kartik Naga,Amroli Surat Gujarat 394107 India Surat Gujarat,,Billwise,P2627,HUL-10B812D-P23285,NA
L,MODI BAKERS-D,P2628,Sundry Debtor,Assets,null,SHOP L-25 Govindji Park Umra Gam Athwa,Surat Gujarat 395007 India Surat Gujarat,,Billwise,P2628,HUL-10B812D-P23300,NA
L,Radiant Mart-D,P2629,Sundry Debtor,Assets,null,G4 Shyam Enclave Vaishnodevi Road Gujarat,395005 Jahgirabad Surat Gujrati Surat Gujarat,,Billwise,P2629,HUL-10B812D-P23307,NA
L,Vijay Superstore-D,P2630,Sundry Debtor,Assets,null,NA,Near Swrag Resistance,Haridarshan Society,Billwise,P2630,HUL-10A225D-P64668,1
L,Mahakali Dairy-D,P2631,Sundry Debtor,Assets,null,B-23 Deepjyot Society Mahadev Nagar Pankaj Nagar,Surat Gujarat 395009 India India Surat Gujarat,,Billwise,P2631,HUL-10B812D-P23361,502165057438
L,T.P.Masala &amp; Dryfruit-D,P2632,Sundry Debtor,Assets,null,Shop No.18 Sai Milan Residency Opposite Coral Heig,Gam Palanpur Surat Gujarat 395009 India Surat Guja,,Billwise,P2632,HUL-10B812D-P23382,ATOPG2273L
L,SHREE ANNPURNA TRADERS-D,P2633,Sundry Debtor,Assets,null,SHOP NO-19 MAHENDRA PARK SOCITYJAHANGIRPURA,N.A.,N.A.,Billwise,P2633,HUL-10B234D-P28844,1
L,Ramdev Kirana-D,P2634,Sundry Debtor,Assets,null,Sahyog Park Society,Sahyog Chok,Katargam,Billwise,P2634,HUL-10A225D-P64678,1
L,Mox Kariyana Store-D,P2635,Sundry Debtor,Assets,null,Shop No 1 Linbacha Faliya Katargam Surat Gujarat,395004 India Near Pasvnarth Kirana Surat Gujarat,,Billwise,P2635,HUL-10B812D-P23412,975245944493
L,BHARAT MASALA-D,P2636,Sundry Debtor,Assets,null,109 Samarth Acquisti New City Light Rd,New Tirumala Bharthana Surat Gujarat 395007,India,Billwise,P2636,HUL-10B812D-P23419,24AAEHB4712J1ZN
L,Shree Mahalaxmi Mini Store-D,P2637,Sundry Debtor,Assets,null,Shop 16 Atlantas Business Hub Marvela Coridor,Vip Road Vesu Surat Surat Gujarat,,Billwise,P2637,HUL-10B812D-P23426,AKXPG2410P
L,Shree DARGAR-D,P2638,Sundry Debtor,Assets,null,Shop G42 Atlanta Busines Hub Vip,Road Vesu Surat Surat Gujarat,,Billwise,P2638,HUL-10B812D-P23433,410546175778
L,Kalaji Kariyana Store-D,P2639,Sundry Debtor,Assets,null,Hadpati Avas Iskon Mandir Jhagipura,Gujarat 395009 India Surat Gujarat,,Billwise,P2639,HUL-10B812D-P23448,AJSPT3870A
L,AMIM JASMIN VINUBHAI-D,P2640,Sundry Debtor,Assets,null,Shop 5 Uma Resi.Opp.Laxmi.Resi.Nr.Gajera.School. H,Katargam Surat Gujarat 395004 India Surat Gujarat,,Billwise,P2640,HUL-10B812D-P23455,795178112111
L,SHREE V M STORES-D,P2641,Sundry Debtor,Assets,null,52 GROUND FLOOR NR  SHIVANI STORE SURAT,N.A.,N.A.,Billwise,P2641,HUL-10B234D-P28921,1
L,DiptiBen A  Gandhi-D,P2642,Sundry Debtor,Assets,null,25 5 Square Point Near M.V.Circle Doctor Park Ro J,Pura Surat Gujarat 395005 India Doctor Park Road S,,Billwise,P2642,HUL-10B812D-P23476,ARIPG3559K
L,JAY BHAVANI PRO STORES-D-D-D-D,P2643,Sundry Debtor,Assets,null,MORA TEKRA,OPP TAPOVAN AASHARAM,MORA TEKRA,Billwise,P2643,HUL-133343D-P14743,APPLIED FOR
L,SHREE SAI SADAN KIRANA STORE.-D,P2644,Sundry Debtor,Assets,null,5 Vishram Nagar Sivchhaya society Katargam,Surat Gujarat 395004 India Surat Gujarat,,Billwise,P2644,HUL-10B812D-P23483,344576130085
L,Noorstd-D,P2645,Sundry Debtor,Assets,null,109 Sakunt AppGreen Enclave Adajan Patiya,Surat Gujarat 395009 India Surat Gujarat,,Billwise,P2645,HUL-10B812D-P23516,905866719233
L,GOKUL DAIRY-D,P2646,Sundry Debtor,Assets,null,39 Santoshi Krupa Society Vishal Nagar,Surat Gujarat 395004 India Surat Gujarat,,Billwise,P2646,HUL-10B812D-P23525,752374205289
L,Khodiyar Dairy And General-D,P2647,Sundry Debtor,Assets,null,411 Nandavan Soc,Shyam Aashish Resides Same,Bapa Sitaram Chowk,Billwise,P2647,HUL-10B234D-P26682,1
L,A1 Home Care-D,P2648,Sundry Debtor,Assets,null,Nana bazaar  Rander Surat,Gujarat 395005 India,,Billwise,P2648,HUL-10B812D-P23564,CPVPM3764F
L,OM SAI DAIRY GENERAL STORE-D,P2649,Sundry Debtor,Assets,null,14 LAKE VIEW FLATE BH PETROL PUMP,N.A.,N.A.,Billwise,P2649,HUL-10B234D-P28942,1
L,HAREKRISHNA SWADESHI STORE-D,P2650,Sundry Debtor,Assets,null,Plot 29 Padoty Nagar 1 Bapa Sitaram Chock,Katargam Surat Gujarat 395004 India Surat Gujarat,,Billwise,P2650,HUL-10B812D-P23595,446389664431
L,Jay Jogniya Kirana Store-D,P2651,Sundry Debtor,Assets,null,SAI NAGAR SOCIATY NR.GHANSHYA KIRANA Opp.V.N.House,Gas Company Road Adajan Surat. Surat Gujarat,,Billwise,P2651,HUL-10B812D-P23624,ASZPG3803C
L,Marufa General Store-D,P2652,Sundry Debtor,Assets,hansfarrah@gmail.com,5 127 Taskand Hotel Near Rainbow Store,Near Rig Ground Rander,,Billwise,P2652,HUL-10B812D-P23632,602304376575
L,Krishna Bakery &amp; Namkeen-D,P2653,Sundry Debtor,Assets,null,30Mahavir Dham 2 Amroli Surat Gujarat 394107,Satadhar Chwokadi,Amroli Surat,Billwise,P2653,HUL-10B812D-P23639,248493284382
L,ARBUDA TRADERS-D,P2654,Sundry Debtor,Assets,null,Shop G 16 Rajdream Shoping Near KARNI SUPER Vip RD,Karni Super Vip RD Shop G 16 Rajdream Shoping Nera,,Billwise,P2654,HUL-10B812D-P23646,HQTPK7113L
L,Jay Bhavani Provision-D,P2655,Sundry Debtor,Assets,null,56 Ugat Rd Ganga Nagar Society Devashish Nagar,Morabhagal Surat Gujarat 395005 India Surat Gujara,,Billwise,P2655,HUL-10B812D-P23654,797135488605
L,Gaviyar General Store-D,P2656,Sundry Debtor,Assets,null,Gaviyar VataGam Nr. Gaviyar Bus Stop Dumas,Road Gaviyar Vata Surat. Surat Gujarat,,Billwise,P2656,HUL-10B812D-P23676,CGFPP8624L
L,SAI TREDARS    SAI SQUARE-D,P2657,Sundry Debtor,Assets,null,5 SAI SQUARE HONNEY PARK ROAD,N.A.,N.A.,Billwise,P2657,HUL-10B234D-P28977,1
L,SANJAY KIRANA &amp; GEN STORES-D-D-D-D,P2658,Sundry Debtor,Assets,null,MORA TEKRA,-,MORA TEKRA,Billwise,P2658,HUL-133343D-P15454,APPLIED FOR
L,Balaji Kirana Provision Store-D,P2659,Sundry Debtor,Assets,null,2 Doctor Park Rd Morabhagal Rander,Surat Gujarat 395005 India Surat Gujarat,,Billwise,P2659,HUL-10B812D-P23702,818792793895
L,Gurukrupa-D,P2660,Sundry Debtor,Assets,null,117 .5 Square Point Jahangir Pura Morabhagal,Surat Gujarat 395005 India Surat Gujarat,,Billwise,P2660,HUL-10B812D-P23719,834716652803
L,Mataji Kirana-D,P2661,Sundry Debtor,Assets,null,6RF9+C42 Tirupti Society Singanpor Surat,Gujarat 395004 India Surat Gujarat,,Billwise,P2661,HUL-10B812D-P23733,743161188865
L,KING BAKERY AND CAKE SHOP,P2662,Sundry Debtor,Assets,null,1 Raj Harmonium Ugat Bheshan Road,B H Madhav Bhag Surat Gujarat,,Billwise,P2662,HUL-10B812D-P23747,EJFPS4703A
L,Akshar Kirana-D,P2663,Sundry Debtor,Assets,null,Nilkanthsociety2,Katargam,Katargam,Billwise,P2663,HUL-10A225D-P64818,1
L,RAMESHWAR TRADERS-D,P2664,Sundry Debtor,Assets,sunilprajapati750.sp@gmail.com,Shop No 7 Krishna Appartment Palanpur Jakat Naka,Palanpur Jakatnaka Surat Gujarat 395009 Surat Guja,,Billwise,P2664,HUL-10B812D-P23761,911417161778
L,SHREE GANESH BISCUT BEKARY-D,P2665,Sundry Debtor,Assets,null,6 SHIR RANG AVDUT SCO RAMNAGAR CHAR RASTA NR RAMN,NAGAR BUS STOP,N.A.,Billwise,P2665,HUL-10B234D-P29040,1
L,AMULYA BAKARY-D,P2666,Sundry Debtor,Assets,null,73 Tirupti Society Singanpor Surat,Gujarat 395004 India Surat Gujarat,,Billwise,P2666,HUL-10B812D-P23782,363310921907
L,Sumul Dairy Parlour-D,P2667,Sundry Debtor,Assets,null,4QHF+VQ7 Surat Gujarat 395007,India Surat Gujarat,,Billwise,P2667,HUL-10B812D-P23824,546636596571
L,Pappu Kiraba-D,P2668,Sundry Debtor,Assets,null,Jogi Nagar,Katargam,Katargam,Billwise,P2668,HUL-10A225D-P64843,1
L,Gokul Dairy...-D,P2669,Sundry Debtor,Assets,null,Shop No.4 Krishnakunj Apartments Back Side Of Madh,Rd Uday Nagar-2 Uday Nagar-1 Katargam Surat Surat,,Billwise,P2669,HUL-10B812D-P23831,10721031000424
L,Charbhuja Provition Store-D,P2670,Sundry Debtor,Assets,null,Hidayat Nagar Socity Oppo Keshrba,School Jhagadiya Chok Surat Gujarat,,Billwise,P2670,HUL-10B812D-P23852,525112450236
L,Anmol Super Stores-D,P2671,Sundry Debtor,Assets,null,PRAMUKH YOG Dabholi - Jahangirpura Bridge Dabholi,Village Surat Gujarat 395004 India Surat Gujarat,,Billwise,P2671,HUL-10B812D-P23859,693634784006
L,Krishna Privision Store-D,P2672,Sundry Debtor,Assets,null,30 Mahavirdham Satadhar Choukri New Kosad,Rd Amroli Surat Surat Gujarat,,Billwise,P2672,HUL-10B812D-P23873,393024054249
L,SURAT SUPER STORE,P2673,Sundry Debtor,Assets,null,Shop No 56 Arihant Heights Gaurav Path Road,Palanpur Surat Gujarat 395009 India Surat Gujarat,,Billwise,P2673,HUL-10B812D-P23880,601914513826
L,Maa Kali Namkeen Mart-D,P2674,Sundry Debtor,Assets,null,26 Palapur Rd Thakor Dwar Society Sima Nagar,Surat Gujarat 395009 India,,Billwise,P2674,HUL-10B812D-P23894,384598593473
L,MAHAVEER KARYINA-D-D-D,P2675,Sundry Debtor,Assets,null,SANTI DEN TGB HOTEL WALI GALI,NEW PAL ROAD SURAT,SURAT,Billwise,P2675,HUL-134493D-P5430,APPLY FOR
L,Mataji Super Store-D,P2676,Sundry Debtor,Assets,null,6RM7+QF2 Balaji Nagar Society,Sardar Patel Society Dabholi Surat,Gujarat 395004 India,Billwise,P2676,HUL-10B812D-P23918,EGFPM2744J
L,GUPTA KIRANA STORE-D,P2677,Sundry Debtor,Assets,null,Plot no 06 laxmi nagar Jay Shivam Society - 2,Laxmi Nagar Society Singanpor Surat Gujarat 395004,,Billwise,P2677,HUL-10B812D-P23928,820111489803
L,Shakti Wonder World-D,P2678,Sundry Debtor,Assets,null,96 Ab Sita Kutir App .Katargam,Gujarat 395004 India Surat Surat Gujarat,,Billwise,P2678,HUL-10B812D-P23936,842896390211
L,Shakti Wonder World-D,P2679,Sundry Debtor,Assets,null,96 Sita Kutir Katargam Surat,Gujarat 395004 India Surat Gujarat,,Billwise,P2679,HUL-10B812D-P23943,842896390211
L,Kadri Janeral Store-D,P2680,Sundry Debtor,Assets,null,Shop No 3 Fatema Malam Teres,Rander Nana Bazar,Shak Market Surat,Billwise,P2680,HUL-10B812D-P23950,471548726278
L,Atharva General Store-D,P2681,Sundry Debtor,Assets,null,Shop No.1 Sai Pujan Residency Ranchhod Park,Surat Gujarat 395005 India Surat Gujarat,,Billwise,P2681,HUL-10B812D-P23986,587090847963
L,Umiya Dairy Super Store-D,P2682,Sundry Debtor,Assets,null,2 Shiven Arise Madhav Eliganace Asharam Ashram Jh,Mandir Jhagipura Surat Gujarat 395005 India Surat,,Billwise,P2682,HUL-10B812D-P24000,523082477509
L,RATAN STORES-D,P2683,Sundry Debtor,Assets,null,123 LALGI NAGAR NEAR SARDAR B,N.A.,N.A.,Billwise,P2683,HUL-10B234D-P29096,1
L,SARASWATI DAIRY &amp; PROVISION-D,P2684,Sundry Debtor,Assets,null,Shop No 6 And 7 Main Road Amroli Surat 394105,NR JALARAM MANDIR  Amroli,Surat,Billwise,P2684,HUL-10B812D-P24061,681802562531
L,Jay Barbrik-D,P2685,Sundry Debtor,Assets,null,Mora Tekra Main Road,Mora Tekra Surat Gujarat,,Billwise,P2685,HUL-10B812D-P24068,675759389364
L,AGRAWAL SUPER STORE-D,P2686,Sundry Debtor,Assets,null,G1 Squre One Mall Opp Ashirwad Ancliv Althan,Canal Road Surat 395007 India Bhimrad Surat Gujrat,,Billwise,P2686,HUL-10B812D-P24082,708487228522
L,Hingaj Kirana Store-D,P2687,Sundry Debtor,Assets,null,92 Bapa Sai Sitaram Society Kavas Gam Limla,Gujarat 395510 India,,Billwise,P2687,HUL-10B812D-P24096,899609249821
L,Ganesh Superstore-D,P2688,Sundry Debtor,Assets,null,Santoshi Nagar,Katargam,Katargam,Billwise,P2688,HUL-10A225D-P64948,1
L,SHIVAM BAKERY-D-D-D,P2689,Sundry Debtor,Assets,null,GUJRAT HOUSING BOARD,BEHIND LILA SHAH WADI,RAMNAGAR,Billwise,P2689,HUL-134493D-P5440,APPLY FOR
L,Rajput General Store-D,P2690,Sundry Debtor,Assets,null,1 Girnar Soc Krishna Park Society Uttran,Surat Gujarat 394105 India Surat Surat Gujarat,,Billwise,P2690,HUL-10B812D-P24117,648645848623
L,Khushi Aalupuri-D,P2691,Sundry Debtor,Assets,null,278 Palapur Rd Deepjyot Society Mahadev Nagar Pank,Nagar Surat Gujarat 395009 India India Surat Gujar,,Billwise,P2691,HUL-10B812D-P24138,239411613259
L,MAHALAXMI TRADERS-D,P2692,Sundry Debtor,Assets,null,28 Shramjivi Society-1 Umra Gam Athwa,Surat Gujarat 395007 India Surat Gujarat,,Billwise,P2692,HUL-10B812D-P24152,895733670969
L,Jalaram Stationary &amp; Catlary-D,P2693,Sundry Debtor,Assets,null,5PM6+GM7 Ruchi Township Kavas Limla Gujarat 394510,India Near Nand Cemist Kawas Limla Gujarat,,Billwise,P2693,HUL-10B812D-P24166,721346931657
L,Shakti Krupa Dairy-D,P2694,Sundry Debtor,Assets,jatinbhuva481@gmail.com,A8 Pujan Row House Near Pankaj,Nagar Sarswati School Surat Gujarat,,Billwise,P2694,HUL-10B812D-P24173,325404439235
L,KRUNAL PRO STORES-D-D-D-D,P2695,Sundry Debtor,Assets,null,MORA TEKRA,,MORA TEKRA,Billwise,P2695,HUL-133343D-P16567,APPLYED
L,RANUJA KARIYANA-D,P2696,Sundry Debtor,Assets,null,4 PARVATY NAGAR SOCITY Parvati Nagar-2 Katargam,Surat Gujarat 395004 India Surat Gujarat,,Billwise,P2696,HUL-10B812D-P24187,980745065032
L,Mahadevi Dairy Bakery Pro Store-D,P2697,Sundry Debtor,Assets,null,SHOP NO:- G5 ORCHID BLOSSOM opp. SHAVION,Palanpur Surat Gujarat 395009 India Surat Gujarat,,Billwise,P2697,HUL-10B812D-P24194,656970806883
L,Mahadev Pan And Cold Drink-D,P2698,Sundry Debtor,Assets,null,121 Rajhans Platinum Plaza Near Bhakti Dharam Town,TP-8 Palanpur Canal Rd Palanpur Surat Surat Gujara,,Billwise,P2698,HUL-10B812D-P24201,730744403299
L,LAXMI DAIRY-D,P2699,Sundry Debtor,Assets,null,1 Subhash Nagar Lalita Chowkadi Soci Surat,Gujarat 395004 India Surat Surat Gujarat,,Billwise,P2699,HUL-10B812D-P24215,403530118315
L,Saffron Namkeen-D,P2700,Sundry Debtor,Assets,null,G1 Time Squar Near Capital Green,Vesu 395007 Surat Surat Surat Gujarat,,Billwise,P2700,HUL-10B812D-P24229,BLHPS5650M
L,Sukhnidhi Namkeen &amp; Super Store-D,P2701,Sundry Debtor,Assets,null,6RM6+H9P Dabholi Rd Akhand Anand Society Yojna Par,Dabholi Village Surat Gujarat 395004 India Surat G,,Billwise,P2701,HUL-10B812D-P24236,600020532577
L,GITA BAKERY SWEET &amp; NAMKIN-D-D-D,P2702,Sundry Debtor,Assets,null,G-1  VIVEK APP.,OPP. SHIRIJI COMPLEX,BEHIND HOUSING,Billwise,P2702,HUL-134493D-P5445,APPLY FOR
L,Vaishnavi Kariyana &amp;Dairy-D,P2703,Sundry Debtor,Assets,null,85 Vishram Nagar Tribhuvan Nagar Singanpor Surat,Gujarat 395004 India Surat Surat Gujarat,,Billwise,P2703,HUL-10B812D-P24257,517100754745
L,POOJA DAIRy-D,P2704,Sundry Debtor,Assets,null,Ishwar Nagar Society Katargam Surat Gujarat 395004,India Beside Amica Super Store Surat Gujarat,,Billwise,P2704,HUL-10B812D-P24320,346734237440
L,S P BAKERS-D,P2705,Sundry Debtor,Assets,null,Shop.No.1 V.N House Besaid Milk Palace Gujarat,Gas Road Adajangam Surat Surat Gujarat,,Billwise,P2705,HUL-10B812D-P24468,AGQPC9979G
L,Mahakali Amul Parlar &amp; Bakery-D,P2706,Sundry Debtor,Assets,null,10Palak Residancy Amroli Cross Rd Amroli,Amroli Surat Gujarat 394107 India,Surat,Billwise,P2706,HUL-10B812D-P24510,455315729982
L,Jay Goga Dairy And Sweet-D,P2707,Sundry Debtor,Assets,null,Shop 1 2 Param Square Apt,Opp.Bhoomi Complex Palanpur Patiya Surat Gujarat,,Billwise,P2707,HUL-10B812D-P24538,2022082500032
L,Bherunath Dairy-D,P2708,Sundry Debtor,Assets,null,aaradhaya shope h3 201 b room 10 avas Amroli - K o,Rd SMC Twp Kosad Tenaments Surat Gujarat 394107 In,,Billwise,P2708,HUL-10B812D-P24545,375640419510
L,SAIKRUPA NAMKEEN-D,P2709,Sundry Debtor,Assets,null,Unnamed Road Yogi Nagar Society Dabholi Surat Guja,395004 India Near Janvi Medical Surat Gujarat,,Billwise,P2709,HUL-10B812D-P24601,975101855565
